,X,Y,Value,DeltaW1,DeltaW2,DeltaBias,MSE
29,22.93,-2.29,-1,-0.00327800752075545,0.00032737188061622243,-0.014295715310752072,0.08174699049842848
30,-22.72,23.67,-1,0.0024156618243602,-0.002516668810854135,-0.01063231436778257,0.045218443526142266
31,-59.99,90.16,-1,0.004955404121070336,-0.007447561852903842,-0.008260383599050403,0.027293574881384352
32,-14.49,45.51,-1,0.0015004363970602594,-0.004712550754327978,-0.010354978585647063,0.042890232603683694
33,-25.9,21.24,-1,0.002234876299437448,-0.0018327711428591275,-0.00862886602099401,0.029782931523305987
34,-51.64,41.37,-1,0.0032462236711834915,-0.002600624966631701,-0.006286258077427365,0.015806816246408315
35,-39.74,-39.12,-1,0.0024927075804386046,0.002453817829561102,-0.006272540464113247,0.015737905549575208
36,-85.16,42.07,-1,0.002375144670282056,-0.0011733482418831152,-0.0027890378937083793,0.003111492949016509
37,28.61,37.93,-1,-0.0033969361683304417,-0.004503522854413619,-0.011873247704755126,0.05638960442338913
38,-93.71,7.56,-1,0.001054284551080154,-8.505379581865291e-05,-0.0011250502092414406,0.0005062951893256836
39,-17.78,-41.06,-1,0.0012373881332734267,0.0028575453741398705,-0.0069594383198730405,0.019373512691246913
40,-95.04,14.22,-1,0.00052846017187465,-7.906885147366921e-05,-0.0005560397431341014,0.00012367207837785495
41,34.03,48.94,-1,-0.003851370956629742,-0.0055388214698048645,-0.011317575541080638,0.051235006451226674
42,70.75,-82.13,-1,-0.009238071456574584,0.010723997296515487,-0.01305734481494641,0.06819770144656315
43,31.57,-61.56,-1,-0.002795344394305213,0.005450788752405098,-0.008854432671223355,0.03136039117169103
44,6.84,-12.08,-1,-0.00047405563617891735,0.0008372210650645208,-0.006930637955832125,0.019213496989928358
45,92.06,13.27,-1,-0.012134780742685963,-0.0017491694596506921,-0.013181382514323227,0.06949953799556242
46,-17.72,68.07,-1,0.0009037046251462691,-0.0034715109386967567,-0.005099913234459758,0.010403645999607114
47,-42.93,37.76,-1,0.0011657295432849321,-0.0010253423609233412,-0.0027154193880385095,0.0029494009811741728
48,48.99,-5.67,-1,-0.00416044103793951,0.0004815207324988165,-0.008492429144599939,0.028848541110420182
49,50.58,-8.38,-1,-0.0040699264043811585,0.0006742978107693577,-0.008046513255004268,0.025898550225183746
50,-14.57,72.17,-1,0.0005923321641656403,-0.0029340159428849866,-0.00406542322694331,0.006611066405668062
51,30.58,54.76,-1,-0.0020046259638162975,-0.0035897095414839913,-0.006555349783571935,0.017189044313990643
52,-89.89,-74.0,-1,-0.002160734414236157,-0.0017787779135996845,0.002403753937296871,0.0023112131964280833
53,-98.62,-25.5,-1,-0.002387300182442521,-0.00061728001067009,0.0024207059241964316,0.0023439268685758793
54,91.44,2.51,-1,-0.008883208057331027,-0.00024384134103128694,-0.009714794463397887,0.037750892586426485
55,-2.87,-9.38,-1,9.623939628144274e-05,0.00031453851467593485,-0.0033532890690398166,0.004497819032216768
56,-18.71,56.48,-1,0.0004856820695475623,-0.0014661316562290922,-0.002595842167544427,0.0026953586235206987
57,-54.16,-78.71,-1,-0.00010090031012077647,-0.00014663706443143125,0.0001863004248906508,1.3883139325774807e-05
58,-98.55,68.29,-1,-0.0020965276842335404,0.0014527841253811112,0.0021273746161679765,0.0018102891030063377
59,-48.61,-15.98,-1,0.0002688162991018497,8.837038592157085e-05,-0.0005530061697219702,0.0001223263295002258
60,80.37,14.7,-1,-0.006416023728805104,-0.0011735168447609184,-0.007983107787489242,0.025492003978668545
61,18.32,68.04,-1,-0.0007738818519095287,-0.002874176921611591,-0.004224245916536729,0.0071377014253508906
62,38.46,64.09,-1,-0.0019103132181214307,-0.0031833586622309544,-0.004967013047637626,0.009868487446160963
63,39.37,96.29,-1,-0.0018374509315500281,-0.0044939840030213925,-0.004667134700406472,0.008712858524695284
64,70.0,-80.99,-1,-0.004151509796678498,0.0048032968347570225,-0.005930728280969283,0.014069415177075547
65,-42.97,42.21,-1,-3.8785797431920364e-05,3.8099802411016025e-05,9.026250275057102e-05,3.2589277611187363e-06
66,63.22,-99.56,-1,-0.003120884415469099,0.004914825251567597,-0.004936546054206104,0.00974779477811914
67,41.28,-23.32,-1,-0.0014847479631864987,0.0008387675024590395,-0.00359677316663396,0.005174710884887233
68,-20.81,29.51,-1,0.00014432435825186918,-0.00020466178817936858,-0.0006935336773275791,0.00019239558463500584
69,75.46,53.7,-1,-0.003979271744130482,-0.0028317902552320025,-0.005273352430599632,0.011123298342924417
70,13.84,-9.48,-1,-0.0002545966023188714,0.0001743913143051229,-0.001839570826003406,0.0013536083295531414
71,-3.25,-19.75,-1,3.0870458359889514e-05,0.00018759740080240552,-0.0009498602572273696,0.00036089380330401786
72,26.35,68.68,-1,-0.0006555876708614612,-0.001708757542116325,-0.002487998750897386,0.0024760551137867804
73,-59.48,84.76,-1,-0.0008859323577680692,0.0012624685044455538,0.0014894626055280248,0.0008873995413065328
74,52.5,72.85,-1,-0.0018720862373442304,-0.002597742521724327,-0.0035658785473223435,0.005086195925701482
75,-11.64,8.47,-1,4.4964690719286846e-05,-3.271915209556354e-05,-0.00038629459380830626,5.968940528220972e-05
76,68.32,12.6,-1,-0.002611272612757026,-0.00048158716218879593,-0.0038221203348317136,0.005843441541573635
77,93.48,-95.62,-1,-0.0041738616596455926,0.00426941219400205,-0.004464978240955919,0.007974412276883926
78,-62.33,81.41,-1,-0.0011009213618999628,0.0014379272913889937,0.0017662784564414615,0.0012478958342756925
79,91.93,-12.95,-1,-0.0037529195170492805,0.0005286664608483431,-0.004082366493037399,0.006666286473389786
80,-96.15,-37.24,-1,-0.0032898821831193565,-0.0012742091783605287,0.003421614335017531,0.0046829778630389845
81,66.03,-33.63,-1,-0.0018032077406059035,0.0009183988538024615,-0.002730891625936549,0.002983107629044147
82,47.47,60.95,-1,-0.0010739990237409185,-0.0013789812617865807,-0.0022624795107244965,0.002047525414579263
83,-58.34,38.12,-1,-0.0009446142818844954,0.0006172213991333041,0.0016191537228051002,0.001048663511229446
84,13.5,88.88,-1,-0.00015068773161627013,-0.0009920833767447473,-0.0011162054193797788,0.0004983658153011151
85,-93.91,40.21,-1,-0.002592748315656668,0.001110152377516288,0.0027608862907642084,0.0030489972442118997
86,14.63,83.68,-1,-0.0001758651527043199,-0.0010059053983798693,-0.0012020858011231707,0.0005780041093047739
87,-36.89,95.56,-1,-0.00019437203690801777,0.0005035020831371693,0.000526896277874811,0.00011104787505533201
88,50.28,-15.55,-1,-0.000976490696498716,0.0003019974210532028,-0.0019421056016283135,0.001508709667150429
89,46.58,48.53,-1,-0.0009022310522964537,-0.0009400015665080916,-0.0019369494467506522,0.001500709263707063
90,79.94,-82.02,-1,-0.001934233903910108,0.0019845617312823,-0.002419607085201536,0.0023417993787029894
91,74.01,-54.52,-1,-0.001536417994519598,0.001131813390909451,-0.0020759599979997267,0.0017238439653180103
92,-95.52,-74.38,-1,-0.0030734939653453155,-0.002393283931557627,0.003217644436081779,0.004141294286819212
93,56.46,42.99,-1,-0.001046954609956247,-0.0007971763847328916,-0.0018543298086366401,0.0013754156156793591
94,36.57,20.81,-1,-0.00040150505432585054,-0.0002284747109795173,-0.001097908269964043,0.0004821610277021752
95,-30.01,-30.49,-1,-0.00028207267619535,-0.00028658433512816463,0.0009399289443363879,0.0003533865681605266
96,-52.36,-13.19,-1,-0.0007541066560025085,-0.00018996689825578853,0.001440234255161399,0.0008297098838961238
97,-85.3,87.24,-1,-0.0016588420297939715,0.0016965695038596257,0.0019447151580234134,0.001512766818338412
98,-91.31,-10.23,-1,-0.002024122662587865,-0.00022677444790574812,0.002216759021561565,0.001965608223869835
99,39.53,-4.5,-1,-0.0005012505175418768,5.7061151756601204e-05,-0.001268025594591138,0.0006431555634152835
100,-88.03,-87.29,-1,-0.001979722426129703,-0.0019630804336801294,0.002248917898591052,0.002023052685841277
101,-92.33,-54.69,-1,-0.0018285188675943303,-0.0010830899693353615,0.001980416839157728,0.0015688203427277948
102,79.24,5.7,-1,-0.0017928529810937442,-0.00012896595144162471,-0.002262560551607451,0.002047672099876085
103,30.15,46.52,-1,-0.0003275650209125147,-0.0005054170737263744,-0.0010864511473051897,0.00047215043819230515
104,96.91,8.08,-1,-0.0023228431282988336,-0.00019367013184041457,-0.002396907572282359,0.002298066364025804
105,-20.92,-63.96,-1,-7.855623249410391e-05,-0.00024017479112442092,0.00037550780350910086,5.64024441984918e-05
106,-9.55,68.89,-1,8.453148553778323e-06,-6.097773862510876e-05,-8.851464454218139e-05,3.1339369193714883e-06
107,22.45,83.98,-1,-0.00017078995185638014,-0.0006388837486369178,-0.0007607570238591544,0.00023150049974041516
108,29.41,-6.27,-1,-0.00021449252749616962,4.572826070727587e-05,-0.0007293183525881319,0.00021276210376874668
109,90.9,3.83,-1,-0.0017731822992270677,-7.471164143057942e-05,-0.0019506955987096453,0.0015220853275300726
110,-31.99,-69.74,-1,-0.0002241494311170325,-0.0004886583721819897,0.0007006859365959128,0.00019638431269731663
111,82.27,48.22,-1,-0.0013744802299012376,-0.0008056088086281474,-0.0016706943356037897,0.0011164878252074351
112,55.12,33.16,-1,-0.0005499082066604964,-0.0003308228616266702,-0.0009976563981503928,0.000398127315508166
113,-2.11,-74.53,-1,-3.405994184639091e-06,-0.00012030746283466895,0.00016142152533834555,1.042276353702325e-05
114,-85.76,35.34,-1,-0.0014161142706192065,0.0005835526856772709,0.0016512526476436641,0.0010906541225400841
115,-12.89,9.84,-1,-2.92786355129606e-05,2.2350797009118094e-05,0.00022714224602762292,2.063743997218927e-05
116,21.98,-51.3,-1,-7.968445109960565e-05,0.0001859787234490341,-0.00036253162465698654,5.257167155057366e-05
117,97.68,-55.38,-1,-0.0016285548891884242,0.0009233145962659186,-0.0016672347350413842,0.0011118686646914057
118,31.48,59.7,-1,-0.00015777421727043145,-0.0002992096814181943,-0.0005011887460941278,0.00010047606368456163
119,-16.19,-2.84,-1,-6.376258339288964e-05,-1.1185036246807077e-05,0.0003938393044650379,6.204375909660193e-05
120,33.44,81.39,-1,-0.0001796992692591099,-0.00043737211498202623,-0.0005373781975451852,0.00011551013087876485
121,-92.69,64.64,-1,-0.0014955804514783968,0.0010429854394601746,0.0016135294546104186,0.0010413909203581576
122,-98.31,68.31,-1,-0.0014883995229811272,0.0010342037576527394,0.0015139858844279597,0.0009168613032988445
123,37.81,66.1,-1,-0.0002717852739225972,-0.00047513902687870073,-0.0007188184975472023,0.0002066800129664069
124,-37.03,92.55,-1,-0.00015350599580752548,0.0003836613532807583,0.0004145449522212408,6.873900696484432e-05
125,76.77,-54.75,-1,-0.0008118871716448296,0.0005790129301492044,-0.001057557863286218,0.0004473714536794045
126,49.54,17.91,-1,-0.0003535735341027139,-0.00012782603947879707,-0.0007137132299206983,0.00020375462982553423
127,-67.52,4.02,-1,-0.0006966318610140657,4.147600831274502e-05,0.0010317415003170405,0.00042579620939058304
128,21.98,81.24,-1,-9.816337599778427e-05,-0.00036282041246860764,-0.00044660316650493306,7.978175533289317e-05
129,-79.2,-88.44,-1,-0.0010362370035739829,-0.001157131320657614,0.001308380055017655,0.0006847433473472007
130,80.37,62.4,-1,-0.0009422326152219055,-0.0007315579841961791,-0.0011723685644169535,0.0005497792203332274
131,-94.29,71.21,-1,-0.0011237173220805432,0.000848657445172929,0.0011917672309688654,0.0005681236531244788
132,-32.81,26.46,-1,-0.00011468225138829004,9.248681413392727e-05,0.0003495344449505944,4.886973128276804e-05
133,16.38,-79.29,-1,-2.1428568683409525e-05,0.00010372840115430656,-0.0001308215426337578,6.845710406830442e-06
134,-23.02,35.93,-1,-4.6100950753492064e-05,7.195513295277888e-05,0.00020026477303862757,1.60423917280852e-05
135,-61.12,-49.77,-1,-0.00047633129780005716,-0.0003878764511045296,0.0007793378563482611,0.00024294699773500116
136,12.73,-46.33,-1,-2.225744257729895e-05,8.10045023257078e-05,-0.00017484243972740732,1.2227951491932824e-05
137,-43.71,-73.01,-1,-0.00023934122562685483,-0.00039977814877640525,0.0005475662906127999,0.00011993153704618446
138,-3.47,92.35,-1,5.520727983436333e-06,-0.00014692773177819748,-0.00015909878914802111,1.0124969883346592e-05
139,-15.05,36.74,-1,-7.552607453833943e-06,1.8437395206236484e-05,5.018343823145477e-05,1.0073509890920944e-06
140,-86.56,-9.01,-1,-0.0008168976249467107,-8.503058688504926e-05,0.0009437357034966621,0.00035625483122173583
141,-79.81,-8.71,-1,-0.0006250050050415634,-6.820941728996388e-05,0.0007831161571752454,0.00024530836625156945
142,44.11,91.08,-1,-0.000334781644976851,-0.0006912698305257671,-0.000758969950072208,0.00023041415404504397
143,85.51,-88.59,-1,-0.0008782748954608361,0.0009099096361697517,-0.001027101971068689,0.0004219753835892745
144,-26.14,-5.31,-1,-4.989535637068179e-05,-1.0135590754717684e-05,0.00019087741534308257,1.4573675075222259e-05
145,-70.64,-38.91,-1,-0.0004835736333741955,-0.00026636254352477274,0.0006845606361469359,0.000187449305824759
146,-74.09,84.69,-1,-0.00040660411519141557,0.0004647766569788228,0.0005487975640321441,0.00012047150651504611
147,77.07,-95.0,-1,-0.0006382009800388835,0.0007866756598377311,-0.0008280796419344538,0.0002742863573545173
148,34.22,21.99,-1,-0.0001671274971775737,-0.00010739724321843499,-0.0004883912833944293,9.54104182782631e-05
149,-61.48,-86.83,-1,-0.00038682294042893453,-0.0005463213389304552,0.0006291850039507719,0.0001583495076786131
150,-78.29,37.45,-1,-0.0004454528725558955,0.0002130822592568436,0.0005689779953453767,0.00012949438367489737
151,-57.81,96.09,-1,-0.00014526552084339277,0.000241455870919246,0.00025128095631100634,2.525684760182955e-05
152,55.16,45.8,-1,-0.000409093127802366,-0.00033967485956034016,-0.0007416481649789087,0.00022001680024663297
153,15.2,99.43,-1,-6.011770031903971e-05,-0.0003932567725475079,-0.00039551118630947184,6.257163939837029e-05
154,-5.95,-32.97,-1,1.330524728055166e-06,7.372672316635095e-06,-2.2361760135380938e-05,2.0001932654092483e-07
155,-66.35,95.94,-1,-0.00025136075187045257,0.0003634596915516386,0.00037884062075426166,5.740808637338971e-05
156,8.27,73.84,-1,-2.4507007709903985e-05,-0.00021881468552591423,-0.00029633624800367577,3.512606875235841e-05
157,6.06,-1.87,-1,-1.0043498803320088e-05,3.099231478912305e-06,-0.00016573430368514998,1.0987143767200605e-05
158,4.09,-32.9,-1,-4.2492575808243045e-06,3.418106953768205e-05,-0.00010389382838201233,4.317571030348413e-06
159,-59.48,32.62,-1,-0.0002285380245833369,0.00012533474044903244,0.0003842266721306942,5.905205423065118e-05
160,-80.94,68.36,-1,-0.00040324833750959307,0.00034057396036762765,0.000498206495564113,9.928388488890982e-05
161,17.61,68.15,-1,-6.887891760272938e-05,-0.00026655867317580966,-0.00039113525044139346,6.119471365514062e-05
162,-16.02,82.74,-1,1.5412937138295883e-05,-7.960464536970045e-05,-9.621059387200926e-05,3.7025913492818818e-06
163,25.8,-69.57,-1,-6.519744761887153e-05,0.0001758056756141431,-0.0002527032853444633,2.5543580169554094e-05
164,-38.7,97.45,-1,-3.4254054353528366e-05,8.625471826230851e-05,8.851176835537045e-05,3.1337332549579027e-06
165,-84.76,48.99,-1,-0.00045206506696635117,0.0002612867818626893,0.0005333471766946097,0.00011378368435524446
166,-64.19,32.2,-1,-0.00021692553004080685,0.00010881760503682787,0.00033794287278517967,4.5682154106520047e-05
167,58.62,-41.62,-1,-0.0003311436837246848,0.00023511088564690175,-0.0005648988122222532,0.00012764426722004497
168,-99.76,-96.96,-1,-0.0008221877435602851,-0.000799111102802779,0.0008241657413394998,0.0002716996676790749
169,-14.56,53.98,-1,1.874668847750819e-05,-6.950180247361895e-05,-0.00012875472855431447,6.63111205003808e-06
170,90.41,-82.15,-1,-0.0006688938722046547,0.0006077826745007455,-0.0007398450085219056,0.00021894825465391135
171,-79.86,-30.58,-1,-0.00039518876459876764,-0.0001513257252871314,0.000494851946655106,9.795137964333916e-05
172,98.67,87.53,-1,-0.0009549734462052169,-0.0008471554246107492,-0.0009678457952824737,0.00037469019337838563
173,-96.99,12.74,-1,-0.0004998723861062066,6.566011134130399e-05,0.0005153854893351961,0.00010624888104691182
174,-21.64,-26.29,-1,-7.771449666173572e-06,-9.441377621243214e-06,3.5912429141282674e-05,5.158810267310596e-07
175,-82.81,-82.48,-1,-0.00039463483398168643,-0.00039306220392234636,0.0004765545634364044,9.084170077282477e-05
176,13.83,77.9,-1,-4.2251055095155535e-05,-0.0002379867817724235,-0.00030550292910452306,3.733281587657729e-05
177,96.27,-23.62,-1,-0.0006746409505645911,0.00016552424693399445,-0.000700780046291255,0.0001964370693119894
178,72.18,-0.11,-1,-0.0003709684690602922,5.653440232284862e-07,-0.0005139491120258966,0.00010565747590088303
179,-69.59,-32.83,-1,-0.00023212025160246862,-0.00010950578905171783,0.00033355403305427304,4.450331718670842e-05
180,13.85,-23.74,-1,-2.07826052119157e-05,3.5623035937247564e-05,-0.0001500549112773697,9.006590559383717e-06
181,-38.09,22.76,-1,-3.812385609692175e-05,2.2780230106745577e-05,0.00010008888447603504,4.007113918262834e-06
182,-66.36,13.39,-1,-0.0001681208810779332,3.392312534107181e-05,0.0002533467165128589,2.5673823507138755e-05
183,14.73,25.61,-1,-2.9951374975313964e-05,-5.20743186094902e-05,-0.00020333587899059037,1.6538191873950403e-05
184,-75.42,12.25,-1,-0.00022098262041336,3.5892828163135245e-05,0.0002930026788827367,3.4340227932984044e-05
185,-62.56,-8.62,-1,-0.0001381074583835325,-1.9029512328421515e-05,0.0002207600038099944,1.9493991712875494e-05
186,10.73,-68.95,-1,-1.2666888543395023e-05,8.139626887857287e-05,-0.00011805115138299183,5.5744297371400215e-06
187,-38.4,-96.2,-1,-6.279461341384262e-05,-0.00015731358881280365,0.0001635276390985485,1.0696515499658052e-05
188,-62.69,-1.89,-1,-0.00012273370677359522,-3.7002186282037796e-06,0.00019577876339702538,1.5331729678907377e-05
189,21.52,-75.82,-1,-3.8789597900759594e-05,0.00013666483795704424,-0.00018024906087713566,1.2995889578835743e-05
190,-17.77,5.7,-1,6.999397513701149e-06,-2.245164087118545e-06,-3.938884363365869e-05,6.205924011187259e-07
191,50.05,-22.79,-1,-0.00017533166149036523,7.983633497233612e-05,-0.00035031300997075967,4.908768198190942e-05
192,-1.73,-61.26,-1,7.053656036621575e-07,2.4977281433724725e-05,-4.077257824636749e-05,6.649612547424636e-07
193,-54.25,69.12,-1,-5.513134536730508e-05,7.024292335093321e-05,0.00010162459975540107,4.131023710178184e-06
194,45.38,-68.14,-1,-0.00011944598930338965,0.00017935323294695837,-0.0002632128455341332,2.7712400821670174e-05
195,-84.05,54.89,-1,-0.00021326341040607232,0.00013927458176310898,0.00025373398025707594,2.575237309483928e-05
196,71.39,84.4,-1,-0.0003801907966206584,-0.00044947616241467397,-0.000532554694804116,0.00011344580118316205
197,57.71,83.26,-1,-0.00023711607928610486,-0.00034209469349092173,-0.00041087520236718914,6.752737276811144e-05
198,-34.58,23.39,-1,-2.644032299200447e-05,1.7884301757749698e-05,7.646131576635185e-05,2.338533123488706e-06
199,-28.41,25.72,-1,-1.2328924109732927e-05,1.116156029927247e-05,4.339642418068612e-05,7.532998526680157e-07
200,17.02,-40.36,-1,-1.8773690209303338e-05,4.4518574432872074e-05,-0.0001103037027573639,4.866762736793955e-06
201,-99.77,-65.01,-1,-0.0004213827431970821,-0.00027457243795973044,0.0004223541577599299,7.135321383083991e-05
202,-15.13,14.27,-1,3.958213518387218e-06,-3.7332258365753863e-06,-2.616135835021294e-05,2.737666682913025e-07
203,85.29,-67.31,-1,-0.000334668719284968,0.0002641171473217399,-0.00039238916553519524,6.158770289176273e-05
204,29.63,-35.79,-1,-4.4809391808205906e-05,5.412514791818054e-05,-0.0001512298069801077,9.14818180769625e-06
205,86.26,-62.44,-1,-0.00029829241508828473,0.0002159213818468873,-0.0003458061848925165,4.7832767003966916e-05
206,15.4,-24.64,-1,-1.1077258114468525e-05,1.7723612983149638e-05,-7.193024749654886e-05,2.0695842019659096e-06
207,-16.49,56.86,-1,2.9154764458405255e-06,-1.005300125594253e-05,-1.7680269532083237e-05,1.2503677229084433e-07
208,-93.62,33.64,-1,-0.00027761305107243156,9.975329030203586e-05,0.00029653177854350733,3.5172438274470265e-05
209,-56.41,39.96,-1,-7.056038568067365e-05,4.9983921499729115e-05,0.00012508488863796074,6.258491746228417e-06
210,-86.7,91.11,-1,-0.00015402913698914857,0.00016186383703669348,0.00017765759744999834,1.262488877268226e-05
211,17.53,34.48,-1,-2.7580633774628434e-05,-5.424873089270897e-05,-0.00015733390630136014,9.901583228818067e-06
212,5.04,-33.75,-1,-1.8394677774218949e-06,1.2317864580950189e-05,-3.649737653614871e-05,5.328233976085673e-07
213,80.19,-6.79,-1,-0.0002620961347129174,2.2192701767062095e-05,-0.0003268439140951707,4.273077767242052e-05
214,58.43,-13.95,-1,-0.00012777106123999725,3.0504985526235867e-05,-0.00021867373137086644,1.9127280316663143e-05
215,-19.68,-65.3,-1,-2.1551311183521396e-05,-7.150917785995666e-05,0.00010950869503821848,4.796861715589414e-06
216,-14.71,-10.62,-1,-4.5464755565118165e-06,-3.2823637260472797e-06,3.090737971795932e-05,3.8210644841204913e-07
217,47.47,68.5,-1,-0.0001212814346240932,-0.0001750111285390854,-0.00025549069859720497,2.6110198827875133e-05
218,15.38,-52.13,-1,-3.1722520814075256e-06,1.0752243238216796e-05,-2.0625826277032025e-05,1.7016988384412185e-07
219,93.41,-93.51,-1,-0.0002208507451410465,0.00022108717672775146,-0.0002364315867048994,2.2359958076718543e-05
220,20.23,7.76,-1,-1.539332039467631e-05,-5.904704214665753e-06,-7.609154915806383e-05,2.315969541309617e-06
221,93.95,4.72,-1,-0.00028263518181805876,-1.4199447133381984e-05,-0.00030083574435131323,3.620085803176347e-05
222,49.19,-20.52,-1,-5.543603487804072e-05,2.312558316115868e-05,-0.00011269777368985712,5.080315277860101e-06
223,78.84,-96.26,-1,-9.199087773522702e-05,0.00011231661454582639,-0.00011668046389551879,5.4457322619493844e-06
224,-39.1,-75.2,-1,-8.644263970414013e-05,-0.00016625285180949713,0.0002210809199594377,1.9550709268044515e-05
225,69.27,-54.56,-1,-9.08212306290187e-05,7.153466642297184e-05,-0.00013111192526204518,6.876134778368048e-06
226,63.07,-18.25,-1,-8.771824206595398e-05,2.5382240648543842e-05,-0.00013908077067695257,7.737384308838027e-06
227,48.1,59.12,-1,-8.060627692217338e-05,-9.907366094883347e-05,-0.00016758061730181575,1.1233305318103049e-05
228,-29.93,-30.56,-1,-4.472086462179082e-05,-4.566219922625885e-05,0.00014941819118540202,8.930318342846939e-06
229,-31.26,49.82,-1,-2.0815452020157137e-05,3.317421048126131e-05,6.658813826025956e-05,1.7735920627869769e-06
230,40.62,-30.62,-1,-2.220232363784386e-05,1.6736463559595742e-05,-5.4658600782481195e-05,1.1950250557994614e-06
231,-62.04,68.2,-1,-8.02569508901534e-05,8.822572615584238e-05,0.00012936323483261347,6.6939386105431595e-06
232,-90.43,2.77,-1,-0.00023600485301290697,7.2291655738776105e-06,0.00026098070663818087,2.7244371694945685e-05
233,9.1,95.61,-1,-1.0320778880271402e-05,-0.000108436227334368,-0.00011341515253045498,5.1451987294025476e-06
234,23.7,-7.61,-1,-9.039687490701349e-06,2.9026169537652853e-06,-3.814214131097615e-05,5.819291775145894e-07
235,24.63,32.99,-1,-1.9335166033621432e-05,-2.589797512988921e-05,-7.850250115152836e-05,2.4650570748182836e-06
236,-88.98,-2.61,-1,-0.00022133184603977742,-6.492201822474927e-06,0.00024874336484578265,2.474930462192085e-05
237,16.97,-88.36,-1,8.943773703793765e-06,-4.656875924968869e-05,5.270343962164859e-05,1.1110610191811033e-06
238,13.91,-51.06,-1,2.792327212294177e-06,-1.024990851615677e-05,2.0074243079037934e-05,1.6119009407852096e-07
239,-70.75,71.34,-1,-7.737233469030991e-05,7.801755981352238e-05,0.00010936019037499634,4.783860495542176e-06
240,38.0,-84.99,-1,-3.234183516563349e-06,7.233506765071554e-06,-8.511009254114077e-06,2.8974911409446182e-08
241,-73.57,67.01,-1,-8.050393713879179e-05,7.332566029183688e-05,0.00010942495193528857,4.789528042416085e-06
242,54.76,66.78,-1,-0.00011104655611720926,-0.0001354216402028348,-0.00020278772117824918,1.644914394426693e-05
243,-24.36,-47.82,-1,-2.572827608592623e-05,-5.050600009971233e-05,0.00010561689690445908,4.461971564690855e-06
244,-12.58,90.11,-1,7.042027444547878e-06,-5.044174030430917e-05,-5.59779606084887e-05,1.253412829554205e-06
245,87.96,86.38,-1,-0.00024385201865811075,-0.00023947177548530704,-0.0002772305805571973,3.074271791843226e-05
