,X,Y,Value,DeltaW1,DeltaW2,DeltaBias,MSE
44,6.84,-12.08,-1,-0.003389787539560396,0.005986642321328887,-0.049558297361994096,0.9824099349679322
45,92.06,13.27,1,0.036665978399539674,0.005285221957005121,0.03982834933688863,0.6345189643604946
46,-17.72,68.07,1,0.002256458994103744,-0.008668011497101684,-0.012733967235348443,0.06486156862037105
47,-42.93,37.76,1,-0.004373149633812289,0.003846497325244631,0.010186698424906333,0.04150752991999566
48,48.99,-5.67,-1,-0.025230091727662288,0.0029200779770533814,-0.05150049342245823,1.0609203291026652
49,50.58,-8.38,-1,-0.023309954419630782,0.0038619497437031632,-0.046085319137269244,0.8495426559935819
50,-14.57,72.17,1,0.001627134524808633,-0.008059732234415857,-0.011167704356956987,0.04988704824175843
51,30.58,54.76,1,0.0020970232246573153,0.0037551665069403073,0.006857499099598808,0.01881011756039938
52,-89.89,-74.0,-1,0.0032400080205577625,0.002667266587176265,-0.0036044143069949523,0.00519672099858796
53,-98.62,-25.5,-1,0.04094780549204737,0.01058780206902462,-0.041520792427547526,0.6895904815245952
54,91.44,2.51,1,0.047566429098566815,0.0013056839133574224,0.052019279416630385,1.0824021724101862
55,-2.87,-9.38,-1,0.0013423784688818337,0.004387285727565018,-0.046772768950586546,0.8750767661219809
56,-18.71,56.48,1,-0.0006329362238680596,0.0019106487399288084,0.0033828766641799016,0.004577541810021174
57,-54.16,-78.71,-1,-0.004381582869571521,-0.00636769548862582,0.008090071768041952,0.026179704484827766
58,-98.55,68.29,1,0.009167067385214406,-0.006352298647755371,-0.00930194559636165,0.03461047675106875
59,-48.61,-15.98,-1,0.019884272368747843,0.0065367346729601015,-0.040905723860826665,0.6693112978312814
60,80.37,14.7,1,0.03260822821655768,0.005964177613330818,0.04057263682537972,0.6584555435856633
61,18.32,68.04,1,-0.0009299531737352219,-0.003453821721667276,-0.005076163612091822,0.010306974806690038
62,38.46,64.09,1,-0.0005646602525285254,-0.0009409536033425167,-0.0014681753835895095,0.0008622155827912813
63,39.37,96.29,1,-0.010457079676880823,-0.025575621084248278,-0.026561035501348296,0.2821954427615538
64,70.0,-80.99,-1,0.00918700783255556,-0.010629368062266782,0.0131242969036508,0.0688988676860712
65,-42.97,42.21,1,-0.007143976794770718,0.007017623004590925,0.016625498707867625,0.11056288291412324
66,63.22,-99.56,-1,0.016192904473182043,-0.025500878983707752,0.02561357873012028,0.26242216614562797
67,41.28,-23.32,-1,-0.014500832721279621,0.008191846391963197,-0.03512798624340994,0.4935901670068791
68,-20.81,29.51,1,-0.005461934720157028,0.007745396136080438,0.02624668294164838,0.27555534617576644
69,75.46,53.7,1,0.005690770835557076,0.004049753430551484,0.007541440280356582,0.022749328600873902
70,13.84,-9.48,-1,-0.00628458763592057,0.004304760895124784,-0.04540887020173822,0.8247861971993236
71,-3.25,-19.75,-1,0.0011510218391702605,0.006994671176496199,-0.035416056589854174,0.5017188257503012
72,26.35,68.68,1,-0.0003706213280686137,-0.0009660065583207738,-0.0014065325543400897,0.000791333530567383
73,-59.48,84.76,1,0.008803448097251964,-0.012545061545445133,-0.014800686108359051,0.08762412371126904
74,52.5,72.85,1,-0.0016848861551734646,-0.0023379801219883213,-0.0032093069622351703,0.004119860471140454
75,-11.64,8.47,1,-0.005311252533381129,0.003864803175063416,0.04562931729708873,0.8328138387993602
76,68.32,12.6,1,0.028078888969459107,0.005178483621416639,0.041099076360449516,0.675653631072824
77,93.48,-95.62,-1,0.01972981015609104,-0.020181476755727696,0.021105915870871884,0.17818387389932866
78,-62.33,81.41,1,0.00881399805094958,-0.011512074142913609,-0.014140860020775838,0.07998556885087055
79,91.93,-12.95,-1,-0.04067061626252978,0.005729190477534653,-0.044240853108375694,0.7829012335027499
80,-96.15,-37.24,-1,0.021673283476745665,0.008394311769880484,-0.02254111646047391,0.2032407725138591
81,66.03,-33.63,-1,-0.015887841738459942,0.008091899404276964,-0.024061550414144997,0.23158328333297645
82,47.47,60.95,1,0.0026578204185550344,0.003412558553000407,0.005598947584906328,0.01253928562341136
83,-58.34,38.12,1,-0.01320559734937198,0.008628683081214603,0.022635579961213542,0.20494779207219682
84,13.5,88.88,1,-0.0023801662209274313,-0.015670309164150374,-0.01763086089575875,0.124338902370238
85,-93.91,40.21,1,-0.018973171122815734,0.008123854870071565,0.020203568440864374,0.16327367109787633
86,14.63,83.68,1,-0.0019429280792145143,-0.011113070517339068,-0.013280437998732153,0.07054801337526755
87,-36.89,95.56,1,0.008150687938246786,-0.021113573851419435,-0.022094572887630216,0.19526806043472167
88,50.28,-15.55,-1,-0.017776679799018476,0.005497759961709175,-0.035355369528676364,0.5000008618037027
89,46.58,48.53,1,0.008675436514434632,0.009038620310122642,0.01862481003528259,0.13875341954014525
90,79.94,-82.02,-1,0.013320373405525556,-0.013666963056307307,0.016662963979891865,0.1110617474380695
91,74.01,-54.52,-1,-0.004404876907764692,0.003244884326595474,-0.005951732073726107,0.014169245870968027
92,-95.52,-74.38,-1,-0.006815002630423056,-0.005306740951118791,0.007134634244580252,0.020361202321574887
93,56.46,42.99,1,0.011875368476600914,0.009042190768846499,0.0210332420768702,0.17695890890568913
94,36.57,20.81,1,0.013139408084709868,0.007476923222390274,0.03592947247664716,0.5163707969800584
95,-30.01,-30.49,-1,0.008307539029213072,0.008440415361569696,-0.027682569240963253,0.3065298559122899
96,-52.36,-13.19,-1,0.02054196208592041,0.005174722687419599,-0.039232165939496584,0.6156651377216783
97,-85.3,87.24,1,0.011169854630775094,-0.01142389352859108,-0.013094788547215819,0.06858939483851782
98,-91.31,-10.23,-1,0.03422745075568432,0.0038347039889459057,-0.03748488747747708,0.5620467156796473
99,39.53,-4.5,-1,-0.016835937266370882,0.0019165625524581067,-0.042590278943513485,0.7255727441945151
100,-88.03,-87.29,-1,-0.022803014251632833,-0.022611326979723165,0.02590368539319872,0.2684003667799266
101,-92.33,-54.69,-1,0.0016320191869902345,0.0009666969493826052,-0.0017675936174485374,0.0012497548785779225
102,79.24,5.7,1,0.040305944232269644,0.0028993422781920367,0.050865654003369065,1.0349259028761821
103,30.15,46.52,1,0.005328249890496613,0.008221233330212355,0.01767247061524582,0.12492648705869074
104,96.91,8.08,1,0.04183112036067916,0.0034877252349013272,0.04316491627353128,0.745283998760386
105,-20.92,-63.96,-1,-4.896921580908048e-05,-0.00014971658906064945,0.00023407846945067146,2.191709194414757e-05
106,-9.55,68.89,1,9.980172540607053e-05,-0.0007199309804423245,-0.0010450442450897436,0.00043684698967807675
107,22.45,83.98,1,-0.0031905458187915093,-0.011935057365795587,-0.014211785384371978,0.08078993752457958
108,29.41,-6.27,-1,-0.013401634819264492,0.0028571319386871256,-0.04556829248304826,0.8305877119282529
109,90.9,3.83,1,0.042111279977323196,0.0017743256580104272,0.046327040679123424,0.8584778792340625
110,-31.99,-69.74,-1,-0.001944659901510709,-0.004239468006606966,0.006078961867804655,0.014781510956089225
111,82.27,48.22,1,0.007512558130810552,0.0044032521340426015,0.009131588830449195,0.033354365827353794
112,55.12,33.16,1,0.011891373191594437,0.0071538086907342435,0.02157360883816117,0.18616823932079427
113,-2.11,-74.53,-1,-0.00012781766182387266,-0.004514810585655559,0.0060577090911787985,0.014678335773340103
114,-85.76,35.34,1,-0.02505435479904354,0.010324404134773773,0.02921449953246681,0.34139479317300137
115,-12.89,9.84,1,-0.005295140548842198,0.004042217455438884,0.041079445685354515,0.6750083431263965
116,21.98,-51.3,-1,-0.00365883106766003,0.008539491982300251,-0.016646183201365013,0.11083816606936268
117,97.68,-55.38,-1,-0.01667516754561353,0.009454041550737893,-0.017071219846041697,0.11657061881275516
118,31.48,59.7,1,-0.0001108822279766984,-0.00021028173475885943,-0.00035223071148887675,4.962658964638413e-05
119,-16.19,-2.84,-1,0.008029517651337558,0.0014085132878195591,-0.049595538303505604,0.9838869678457967
120,33.44,81.39,1,-0.004969649631545235,-0.012095687305964912,-0.014861392438831444,0.08834439408838257
121,-92.69,64.64,1,-0.005699338804092124,0.003974595536697755,0.006148817352564596,0.01512318193407979
122,-98.31,68.31,1,-0.0028728685229499696,0.0019961921351104913,0.002922254626131593,0.0034158288399789983
123,37.81,66.1,1,-0.0009700550507084518,-0.0016958645557214665,-0.0025656044715907213,0.0026329305218585216
124,-37.03,92.55,1,0.00701616738088203,-0.017535681639228515,-0.01894725190624367,0.14359934191946172
125,76.77,-54.75,-1,-0.008701177148559886,0.006205411604580615,-0.01133408512252167,0.05138459422582682
126,49.54,17.91,1,0.01768729280269733,0.0063944169175678064,0.03570305369942941,0.509883217385736
127,-67.52,4.02,1,-0.03430323318037838,0.0020423429707512007,0.05080455151122391,1.0324409817026412
128,21.98,81.24,1,-0.0034488117123746796,-0.012747109350014512,-0.015690681130003093,0.09847898972937405
129,-79.2,-88.44,-1,-0.014652378376435644,-0.016361822520353134,0.018500477748024803,0.13690707076206435
130,80.37,62.4,1,-0.0017105274475251774,-0.0013280690895305595,-0.002128315848606666,0.0018118913405721245
131,-94.29,71.21,1,0.0029947358347394643,-0.002261694122301381,-0.0031760906084838947,0.004035020621319839
132,-32.81,26.46,1,-0.009443800641815072,0.007616061108882255,0.028783299731225453,0.3313913373670253
133,16.38,-79.29,-1,0.0008905117628009836,-0.004310664082569597,0.005436579748479753,0.01182255974463207
134,-23.02,35.93,1,-0.004488672099584685,0.007005994289230136,0.019499009989507755,0.15208455622836928
135,-61.12,-49.77,-1,0.009764314348896422,0.007951078618203124,-0.01597564520434624,0.1020884958780604
136,12.73,-46.33,-1,-0.002487915434890527,0.009054605035230017,-0.019543719048629435,0.15278278170070436
137,-43.71,-73.01,-1,-0.0016084900993094684,-0.0026867046934473636,0.0036799132905730226,0.005416704730454388
138,-3.47,92.35,1,0.0008261947673327757,-0.021988209441839143,-0.023809647473567022,0.22675972512621453
139,-15.05,36.74,1,-0.0030857080028399275,0.007532818074706907,0.02050304320823872,0.16814991231956156
140,-86.56,-9.01,-1,0.03825326752506811,0.0039817691820802185,-0.0441927767156517,0.7812006055357787
141,-79.81,-8.71,-1,0.032602534518014085,0.003558051317527912,-0.040850187342455935,0.6674951223654987
142,44.11,91.08,1,-0.009252455127405107,-0.019104820063569648,-0.020975867439141028,0.1759948059297667
143,85.51,-88.59,-1,0.01140442447139742,-0.011815202478319463,0.013336948276689764,0.07114967573403923
144,-26.14,-5.31,-1,0.0112690644451029,0.0022891634354818818,-0.04311042251378309,0.7434034117267583
145,-70.64,-38.91,-1,0.008971201126028403,0.004941526554554999,-0.012699888343754817,0.06451486557753579
146,-74.09,84.69,1,0.0027457209775728314,-0.003138549191397531,-0.0037059265455160364,0.005493556624304168
147,77.07,-95.0,-1,0.014833128455363432,-0.01828399121914527,0.01924630654646871,0.14816812627225767
148,34.22,21.99,1,0.011727064465891062,0.00753588976051854,0.03426962146666003,0.4697627821872663
149,-61.48,-86.83,-1,-0.013074775157556067,-0.018465886905182062,0.021266713008386576,0.18090923287243146
150,-78.29,37.45,1,-0.02315237849436061,0.011074933894671155,0.02957258716868132,0.349815164739702
151,-57.81,96.09,1,0.010194176835837197,-0.016944446499837333,-0.017633933291536407,0.12438224133214242
152,55.16,45.8,1,0.006848400719329433,0.005686308066448297,0.01241551979573864,0.0616580527193512
153,15.2,99.43,1,-0.00373126062106611,-0.02440784497056601,-0.02454776724385599,0.24103715066341164
154,-5.95,-32.97,-1,0.0015074585197906456,0.008353093680251694,-0.025335437307405808,0.256753753422996
155,-66.35,95.94,1,0.008203964104063344,-0.011862672436229649,-0.01236467837839238,0.0611541085604336
156,8.27,73.84,1,-9.813198698271032e-05,-0.0008761869309314789,-0.0011866020191379724,0.0005632097407289251
157,6.06,-1.87,-1,-0.00282953252197913,0.0008731395736140222,-0.04669195580823647,0.8720554948793229
158,4.09,-32.9,-1,-0.0008978746438633375,0.0072225124164067974,-0.021952925277832214,0.19277237130163383
159,-59.48,32.62,1,-0.022107132176612216,0.012123985400152833,0.037167337216900166,0.5525643823179088
160,-80.94,68.36,1,-0.008076009000733802,0.006820805229678314,0.009977772424924392,0.03982237702543263
161,17.61,68.15,1,0.00046971120497281985,0.0018177636921577328,0.0026672981543033494,0.002845791777580021
162,-16.02,82.74,1,0.000960893535129377,-0.004962817172072699,-0.005998086985826323,0.014390818995815641
163,25.8,-69.57,-1,0.0006881020651563907,-0.0018554752198810115,0.002667062268048026,0.0028452884566581922
164,-38.7,97.45,1,0.005702539599892233,-0.014359495710839743,-0.014735244444165975,0.08685097153172967
165,-84.76,48.99,1,-0.021085722206839342,0.01218722901030037,0.024876972872627825,0.24754551172218422
166,-64.19,32.2,1,-0.021459925247343727,0.010765066100085185,0.033431882298401196,0.4470763016056605
167,58.62,-41.62,-1,-0.012282364507330203,0.008720436895173713,-0.020952515365626413,0.17560316005872437
168,-99.76,-96.96,-1,-0.027862253867895502,-0.027080233911699555,0.02792928414985515,0.31201796524934
169,-14.56,53.98,1,-0.001813739819149702,0.006724290895446491,0.0124570042524018,0.0620707819777426
170,90.41,-82.15,-1,0.006896244156990428,-0.0062661924288990554,0.007627744892147359,0.02327299685587205
171,-79.86,-30.58,-1,0.020331847681572326,0.0077854733546516616,-0.02545936348806953,0.25927167568705917
172,98.67,87.53,1,-0.016026526019989048,-0.014217105731525705,-0.016242551961071296,0.10552819768324039
173,-96.99,12.74,1,-0.04470336094024968,0.005871953999162603,0.046090690731260625,0.8497407088338854
174,-21.64,-26.29,-1,0.006703041769701739,0.008143390393967592,-0.030975239231523746,0.38378617818005106
175,-82.81,-82.48,-1,-0.010248655831175776,-0.0102078146716022,0.012376108961690347,0.06126722921265284
176,13.83,77.9,1,-0.0007666788910459427,-0.004318458829535714,-0.005543592849211443,0.012292568671131297
177,96.27,-23.62,-1,-0.03151060183087239,0.007731177056665691,-0.03273148626869471,0.4285400773431001
178,72.18,-0.11,-1,-0.03369075483018162,5.134362747741727e-05,-0.046676024979470244,0.8714605231536521
179,-69.59,-32.83,-1,0.016002408778716046,0.007549347322966629,-0.022995270554269354,0.21151298714561886
180,13.85,-23.74,-1,-0.0036514465294583227,0.006258869358075132,-0.026364234869735183,0.27802915210662416
181,-38.09,22.76,1,-0.015291063430477057,0.009136902170586974,0.04014456138219232,0.6446343234274428
182,-66.36,13.39,1,-0.029118406798584864,0.005875459117435976,0.04387945569407002,0.7701626528031416
183,14.73,25.61,1,0.005153278348641884,0.008959637373300655,0.03498491750605488,0.4895777811621861
184,-75.42,12.25,1,-0.02982134271601422,0.004843694620408037,0.039540364248228876,0.6253761619530464
185,-62.56,-8.62,-1,0.029636880872083902,0.004083598355456573,-0.04737353080576071,0.8977005684017436
186,10.73,-68.95,-1,0.0004055263010208049,-0.002605874972542824,0.0037793690682274453,0.005713452221549754
187,-38.4,-96.2,-1,-0.008418474380264824,-0.021090032171392607,0.02192311036527298,0.19224910723517583
188,-62.69,-1.89,-1,0.031750333986001536,0.0009572201504792295,-0.050646568808424844,1.026029972826605
189,21.52,-75.82,-1,0.0020337842302794616,-0.00716549815705338,0.00945067021505326,0.035726067005477924
190,-17.77,5.7,1,-0.00854053646684291,0.0027395080394487666,0.04806154455173275,0.9239648258792765
191,50.05,-22.79,-1,-0.015780535223714774,0.007185582372596599,-0.03152954090652303,0.3976447799104436
192,-1.73,-61.26,-1,5.3645730501719125e-05,0.0018996170234308171,-0.0031009092775560188,0.003846255339053196
193,-54.25,69.12,1,0.0005374368945878322,-0.0006847490903946721,-0.0009906670867978473,0.0003925685107458134
194,45.38,-68.14,-1,0.0018027481046189214,-0.0027069029495093277,0.0039725608299227,0.006312495818974452
195,-84.05,54.89,1,-0.007077893042213671,0.0046223146827734495,0.008421050615364273,0.028365637386610798
196,71.39,84.4,1,-0.005695967097654749,-0.006733991077770848,-0.007978662414420435,0.025463621569314126
197,57.71,83.26,1,-0.003948124842305948,-0.005696081690701669,-0.006841318389024343,0.01872145492000105
198,-34.58,23.39,1,-0.011590722522004325,0.007839994210227911,0.033518572938127024,0.44939789272341646
199,-28.41,25.72,1,-0.008565346200596203,0.007754336651859709,0.03014905385637523,0.36358617937384563
200,17.02,-40.36,-1,-0.0034415445532240386,0.00816103044466053,-0.020220590794500816,0.16354891683146044
201,-99.77,-65.01,-1,0.007285361390205239,0.004747131843011353,-0.007302156349809802,0.021328594942827045
202,-15.13,14.27,1,-0.005890047982953782,0.005555253451206244,0.03892959671483002,0.6062054001517216
203,85.29,-67.31,-1,0.003066882616210025,-0.0024203525489166,0.0035958290728221654,0.005171994688381245
204,29.63,-35.79,-1,-0.006929150305983916,0.0083697026476937,-0.023385589962821182,0.21875432716368107
205,86.26,-62.44,-1,0.001160820731531278,-0.0008402694931232669,0.0013457230831570577,0.0007243882466166949
206,15.4,-24.64,-1,-0.0048133008172420765,0.007701281307587322,-0.031255200111961534,0.39075501361550413
207,-16.49,56.86,1,-0.001153382767187891,0.003977037243317373,0.006994437642133967,0.01956886317188022
208,-93.62,33.64,1,-0.01821162181505676,0.006543889744269488,0.019452704352763042,0.15136308265440243
209,-56.41,39.96,1,-0.008627198535415787,0.006111378363325915,0.015293739647962752,0.09355938896786713
210,-86.7,91.11,1,0.02351108521759136,-0.02470697778748268,-0.02711774534900964,0.2941488451254935
211,17.53,34.48,1,0.0044477243623121535,0.008748290702368685,0.025372072802693404,0.2574968313220697
212,5.04,-33.75,-1,-0.0012745293976663356,0.008534795073658497,-0.02528828169972888,0.25579887652993694
213,80.19,-6.79,-1,-0.031933898955047446,0.002703967750402446,-0.039822794556737054,0.6343419865232345
214,58.43,-13.95,-1,-0.019137946189309387,0.004569131428048365,-0.03275363030859043,0.42912011935672534
215,-19.68,-65.3,-1,-0.0003865209690236572,-0.0012825111421364236,0.0019640293141445996,0.0015429644587277227
216,-14.71,-10.62,-1,0.0058040950493885276,0.004190311993508237,-0.03945679843228095,0.6227355770102593
217,47.47,68.5,1,0.0034378357372477374,0.004960854181619339,0.007242122892874948,0.020979337598201357
218,15.38,-52.13,-1,-0.0005272889918776539,0.0017872285530937644,-0.003428406969295539,0.0047015897388456886
219,93.41,-93.51,-1,0.03265414951086051,-0.03268910738422617,0.034957873365657324,0.4888211640997334
220,20.23,7.76,1,0.009959761695024225,0.003820452335807612,0.04923263319339706,0.9695408684622326
221,93.95,4.72,1,0.050170177610828856,0.0025205240907196615,0.053400934125416556,1.1406639061868313
222,49.19,-20.52,-1,-0.01680189469609822,0.007009044097660815,-0.03415713497885387,0.46668394798545704
223,78.84,-96.26,-1,0.021114832729084303,-0.025780235901847477,0.026781878144449902,0.2869075987776653
224,-39.1,-75.2,-1,-0.0014677971723097893,-0.0028229756357467045,0.0037539569624291283,0.00563687715030805
225,69.27,-54.56,-1,-0.005717499820165843,0.004503346184325804,-0.008253933622298027,0.02725096809652073
226,63.07,-18.25,-1,-0.021981256704070314,0.0063605190240888405,-0.03485215903610324,0.48586919579113297
227,48.1,59.12,1,0.004294039136010432,0.005277829391287665,0.008927316291081977,0.031878790464407065
228,-29.93,-30.56,-1,0.008342557208314012,0.008518160651055004,-0.02787356233983967,0.31077419100517134
229,-31.26,49.82,1,-0.004035593601536679,0.006431646616396587,0.012909768399029681,0.06666484804663414
230,40.62,-30.62,-1,-0.009635367537740837,0.00726329281156141,-0.023720747261794285,0.22506954026316842
231,-62.04,68.2,1,0.0016263587501968951,-0.0017878411792944594,-0.002621468004830585,0.002748837800140179
232,-90.43,2.77,1,-0.041745261418658114,0.001278716953772896,0.04616306692320924,0.852411499102678
233,9.1,95.61,1,-0.002009410936628336,-0.02111206369791596,-0.022081438864047655,0.19503597692266963
234,23.7,-7.61,-1,-0.009780079259042215,0.0031403545637684075,-0.04126615721114859,0.6811582923900922
235,24.63,32.99,1,0.007481581320914897,0.010021005593868555,0.03037588843246,0.3690778392245028
236,-88.98,-2.61,-1,0.04661048592766181,0.0013671990140615568,-0.05238310398703283,1.097595833326518
237,16.97,-88.36,-1,0.003812624127273488,-0.01985170700565029,0.022466848127716488,0.20190370591755114
238,13.91,-51.06,-1,-0.0010677428540629523,0.003919406910744382,-0.007676080906275718,0.023568887231876254
239,-70.75,71.34,1,0.0021877475547243106,-0.0022059916686082313,-0.003092222692189839,0.00382473647123751
240,38.0,-84.99,-1,0.007390658753816708,-0.016529791775970578,0.01944910198372818,0.15130702718938374
241,-73.57,67.01,1,-0.00014450323943347867,0.0001316183508826615,0.00019641598400635952,1.543169550927459e-05
242,54.76,66.78,1,0.003078421168809133,0.00375414473435124,0.005621660279052471,0.01264122571723052
243,-24.36,-47.82,-1,0.0030902031852174205,0.006066236302015479,-0.012685563157706982,0.06436940505126908
244,-12.58,90.11,1,0.001826663745199135,-0.013084313996811927,-0.014520379532584539,0.08433656870811998
245,87.96,86.38,1,-0.005893040130094908,-0.005787185157316943,-0.006699681821390302,0.01795429460314707
246,-36.9,98.66,1,0.007350064958983383,-0.019651962299547444,-0.019918875227597246,0.15870463613303487
247,-72.71,-71.57,-1,-0.0035219480407147077,-0.003466728390509581,0.004843828965361997,0.009385071618271946
248,-53.39,-24.85,-1,0.015405688043939103,0.0071704691495015314,-0.028855006637833122,0.33304456322775733
249,3.88,-96.34,-1,0.0010485041438680058,-0.026034249799031885,0.027023302677010464,0.29210355502932833
250,11.47,-93.07,-1,0.0025576100392792605,-0.02075298747652317,0.022298256663289107,0.19888490008876683
251,-84.85,-20.32,-1,0.02881918583134012,0.006901660060021583,-0.03396486250010621,0.46144475386044853
252,79.68,-66.01,-1,0.0030364444848687256,-0.002515508288732236,0.003810798801291071,0.005808875001568585
253,42.4,-9.17,-1,-0.015836032618874393,0.0034249155451669382,-0.03734913353508112,0.5579831103285284
254,-53.1,67.8,1,-0.0043582292766140285,0.005564744726072149,0.008207588091551843,0.026945800912233447
255,-94.0,-36.8,-1,0.01769251456447075,0.0069264312337502494,-0.018821824004756117,0.14170442354640542
256,-70.7,-27.43,-1,0.016482555799595885,0.006394858636250567,-0.02331337453973958,0.21740537297207105
257,10.69,-90.92,-1,0.0026405853355172355,-0.022458561151097012,0.02470145309183569,0.2440647139392636
258,82.87,-85.99,-1,0.015955495401311845,-0.016556209117398402,0.019253644746364,0.14828113440767596
259,-11.05,-6.17,-1,0.004271921061872885,0.002385317009208661,-0.03865991911197181,0.5978357382976812
260,16.07,60.93,1,0.002581508957578643,0.00978788679435387,0.01606415032718508,0.10322277029376019
261,60.87,-17.35,-1,-0.01829725288413465,0.005215333292915003,-0.030059557884236324,0.3614308080783016
262,-2.89,-23.65,-1,0.0006826862152137667,0.0055866882317666365,-0.023622360388019605,0.22320636412059106
263,7.51,77.23,1,0.00043690076368804384,0.004492922234304611,0.005817586733529213,0.013537726160854035
264,-8.59,15.87,1,-0.004222208127568957,0.007800517227534265,0.049152597526996,0.9663911374603413
265,5.8,-95.02,-1,0.0015256049078879147,-0.024993616956467183,0.02630353289461922,0.27675033709532615
266,-6.1,-4.7,-1,0.0024383418037027126,0.001878722373344713,-0.03997281645414283,0.6391304221106366
267,-6.55,74.03,1,-0.00041965318211506904,0.004743041995721918,0.0064069188109170845,0.01641944345987327
268,-61.97,-97.33,-1,-0.016912685002354128,-0.026563040685478895,0.02729172987309041,0.2979354077862942
269,-7.24,16.19,1,-0.0033089686276275665,0.007399475425592583,0.045703986569441524,0.8355417553358763
